"","trial","subject","ttype","run","gallery_left","gallery_right","art_left","art_right","stim_left","stim_right","val_left","val_right","rt","key_press","choice","chosen_val","chosen_gal","chosen_art","chosen_stim","unchosen_val","unchosen_gal","unchosen_art","unchosen_stim","chosen_val_grp","unchosen_val_grp"
"108",18,"ah0hxqyc","learn_value","1","Cordelia","Marina","Dek","Roh","Dekob3.jpeg","Rohla2.jpeg",20,40,1283,75,"Right",40,"Marina","Roh","Rohla2.jpeg",20,"Cordelia","Dek","Dekob3.jpeg","high","medium"
"109",19,"ah0hxqyc","learn_value","1","Benedict","Benedict","Cli","Cli","Clib1n.jpeg","Clia3n.jpeg",20,0,1584,74,"Left",20,"Benedict","Cli","Clib1n.jpeg",0,"Benedict","Cli","Clia3n.jpeg","low","low"
"110",20,"ah0hxqyc","learn_value","1","Cordelia","Benedict","Dek","Cli","Dekoa1.jpeg","Clifa1.jpeg",60,40,1817,74,"Left",60,"Cordelia","Dek","Dekoa1.jpeg",40,"Benedict","Cli","Clifa1.jpeg","medium","low"
"111",21,"ah0hxqyc","learn_value","1","Benedict","Marina","Cli","Roh","Clia2n.jpeg","Rohlb2.jpeg",20,40,1261,75,"Right",40,"Marina","Roh","Rohlb2.jpeg",20,"Benedict","Cli","Clia2n.jpeg","high","low"
"112",22,"ah0hxqyc","learn_value","1","Cordelia","Marina","Dek","Roh","Deka3n.jpeg","Rohlb2.jpeg",20,40,2002,74,"Left",20,"Cordelia","Dek","Deka3n.jpeg",40,"Marina","Roh","Rohlb2.jpeg","medium","high"
"113",23,"ah0hxqyc","learn_value","1","Marina","Marina","Roh","Roh","Rohlb2.jpeg","Rohla1.jpeg",40,80,1564,75,"Right",80,"Marina","Roh","Rohla1.jpeg",40,"Marina","Roh","Rohlb2.jpeg","high","high"
"114",24,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka2n.jpeg","Dekob3.jpeg",40,20,2074,75,"Right",20,"Cordelia","Dek","Dekob3.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","medium","medium"
"115",25,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka3n.jpeg","Deka1n.jpeg",20,20,1537,75,"Right",20,"Cordelia","Dek","Deka1n.jpeg",20,"Cordelia","Dek","Deka3n.jpeg","medium","medium"
"116",26,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka1n.jpeg","Deka2n.jpeg",20,40,2067,75,"Right",40,"Cordelia","Dek","Deka2n.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","medium","medium"
"117",27,"ah0hxqyc","learn_value","1","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla1.jpeg",80,80,1044,75,"Right",80,"Marina","Roh","Rohla1.jpeg",80,"Marina","Roh","Rohb3n.jpeg","high","high"
"118",28,"ah0hxqyc","learn_value","1","Benedict","Benedict","Cli","Cli","Clib3n.jpeg","Clifa2.jpeg",40,0,1516,74,"Left",40,"Benedict","Cli","Clib3n.jpeg",0,"Benedict","Cli","Clifa2.jpeg","low","low"
"119",29,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka1n.jpeg","Dekoa2.jpeg",20,40,1508,75,"Right",40,"Cordelia","Dek","Dekoa2.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","medium","medium"
"120",30,"ah0hxqyc","learn_value","1","Benedict","Benedict","Cli","Cli","Clib3n.jpeg","Clia2n.jpeg",40,20,1881,74,"Left",40,"Benedict","Cli","Clib3n.jpeg",20,"Benedict","Cli","Clia2n.jpeg","low","low"
"121",31,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekoa2.jpeg","Deka2n.jpeg",40,40,1706,74,"Left",40,"Cordelia","Dek","Dekoa2.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","medium","medium"
"122",32,"ah0hxqyc","learn_value","1","Benedict","Cordelia","Cli","Dek","Clia2n.jpeg","Deka1n.jpeg",20,20,1638,75,"Right",20,"Cordelia","Dek","Deka1n.jpeg",20,"Benedict","Cli","Clia2n.jpeg","medium","low"
"123",33,"ah0hxqyc","learn_value","1","Cordelia","Marina","Dek","Roh","Dekoa1.jpeg","Roha1n.jpeg",60,80,1124,75,"Right",80,"Marina","Roh","Roha1n.jpeg",60,"Cordelia","Dek","Dekoa1.jpeg","high","medium"
"124",34,"ah0hxqyc","learn_value","1","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla2.jpeg",80,40,1339,75,"Right",40,"Marina","Roh","Rohla2.jpeg",80,"Marina","Roh","Rohb3n.jpeg","high","high"
"125",35,"ah0hxqyc","learn_value","1","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohlb2.jpeg",80,40,1009,75,"Right",40,"Marina","Roh","Rohlb2.jpeg",80,"Marina","Roh","Rohb3n.jpeg","high","high"
"126",36,"ah0hxqyc","learn_value","1","Marina","Cordelia","Roh","Dek","Rohb3n.jpeg","Deka1n.jpeg",80,20,1611,74,"Left",80,"Marina","Roh","Rohb3n.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","high","medium"
"127",37,"ah0hxqyc","learn_value","1","Cordelia","Benedict","Dek","Cli","Dekoa2.jpeg","Clia3n.jpeg",40,0,1870,75,"Right",0,"Benedict","Cli","Clia3n.jpeg",40,"Cordelia","Dek","Dekoa2.jpeg","low","medium"
"128",38,"ah0hxqyc","learn_value","1","Marina","Benedict","Roh","Cli","Roha1n.jpeg","Clifa1.jpeg",80,40,1313,74,"Left",80,"Marina","Roh","Roha1n.jpeg",40,"Benedict","Cli","Clifa1.jpeg","high","low"
"129",39,"ah0hxqyc","learn_value","1","Cordelia","Benedict","Dek","Cli","Deka2n.jpeg","Clifa2.jpeg",40,0,1524,74,"Left",40,"Cordelia","Dek","Deka2n.jpeg",0,"Benedict","Cli","Clifa2.jpeg","medium","low"
"130",40,"ah0hxqyc","learn_value","1","Benedict","Cordelia","Cli","Dek","Clib1n.jpeg","Dekoa1.jpeg",20,60,1397,75,"Right",60,"Cordelia","Dek","Dekoa1.jpeg",20,"Benedict","Cli","Clib1n.jpeg","medium","low"
"131",41,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekoa2.jpeg","Dekob3.jpeg",40,20,1833,74,"Left",40,"Cordelia","Dek","Dekoa2.jpeg",20,"Cordelia","Dek","Dekob3.jpeg","medium","medium"
"132",42,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka3n.jpeg","Dekoa2.jpeg",20,40,2158,74,"Left",20,"Cordelia","Dek","Deka3n.jpeg",40,"Cordelia","Dek","Dekoa2.jpeg","medium","medium"
"133",43,"ah0hxqyc","learn_value","1","Marina","Benedict","Roh","Cli","Rohb3n.jpeg","Clia3n.jpeg",80,0,1782,74,"Left",80,"Marina","Roh","Rohb3n.jpeg",0,"Benedict","Cli","Clia3n.jpeg","high","low"
"134",44,"ah0hxqyc","learn_value","1","Marina","Benedict","Roh","Cli","Rohla1.jpeg","Clib1n.jpeg",80,20,1035,74,"Left",80,"Marina","Roh","Rohla1.jpeg",20,"Benedict","Cli","Clib1n.jpeg","high","low"
"135",45,"ah0hxqyc","learn_value","1","Cordelia","Benedict","Dek","Cli","Dekoa1.jpeg","Clia3n.jpeg",60,0,1357,74,"Left",60,"Cordelia","Dek","Dekoa1.jpeg",0,"Benedict","Cli","Clia3n.jpeg","medium","low"
"136",46,"ah0hxqyc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka2n.jpeg","Deka3n.jpeg",40,20,1836,75,"Right",20,"Cordelia","Dek","Deka3n.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","medium","medium"
"137",47,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clib3n.jpeg","Clifa1.jpeg",40,40,1622,75,"Right",40,"Benedict","Cli","Clifa1.jpeg",40,"Benedict","Cli","Clib3n.jpeg","low","low"
"138",48,"ah0hxqyc","learn_value","2","Cordelia","Cordelia","Dek","Dek","Dekoa1.jpeg","Deka1n.jpeg",60,20,1287,74,"Left",60,"Cordelia","Dek","Dekoa1.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","medium","medium"
"139",49,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clia3n.jpeg","Clib3n.jpeg",0,40,1885,74,"Left",0,"Benedict","Cli","Clia3n.jpeg",40,"Benedict","Cli","Clib3n.jpeg","low","low"
"140",50,"ah0hxqyc","learn_value","2","Marina","Cordelia","Roh","Dek","Rohlb2.jpeg","Deka1n.jpeg",40,20,1350,74,"Left",40,"Marina","Roh","Rohlb2.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","high","medium"
"141",51,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clib1n.jpeg","Clifa2.jpeg",20,0,1466,74,"Left",20,"Benedict","Cli","Clib1n.jpeg",0,"Benedict","Cli","Clifa2.jpeg","low","low"
"142",52,"ah0hxqyc","learn_value","2","Benedict","Marina","Cli","Roh","Clib3n.jpeg","Rohla1.jpeg",40,80,1134,75,"Right",80,"Marina","Roh","Rohla1.jpeg",40,"Benedict","Cli","Clib3n.jpeg","high","low"
"143",53,"ah0hxqyc","learn_value","2","Cordelia","Cordelia","Dek","Dek","Dekoa1.jpeg","Dekoa2.jpeg",60,40,1207,74,"Left",60,"Cordelia","Dek","Dekoa1.jpeg",40,"Cordelia","Dek","Dekoa2.jpeg","medium","medium"
"144",54,"ah0hxqyc","learn_value","2","Benedict","Marina","Cli","Roh","Clib1n.jpeg","Rohla3.jpeg",20,60,1109,75,"Right",60,"Marina","Roh","Rohla3.jpeg",20,"Benedict","Cli","Clib1n.jpeg","high","low"
"145",55,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clib1n.jpeg","Clifa1.jpeg",20,40,1923,74,"Left",20,"Benedict","Cli","Clib1n.jpeg",40,"Benedict","Cli","Clifa1.jpeg","low","low"
"146",56,"ah0hxqyc","learn_value","2","Benedict","Marina","Cli","Roh","Clib1n.jpeg","Rohlb2.jpeg",20,40,1080,75,"Right",40,"Marina","Roh","Rohlb2.jpeg",20,"Benedict","Cli","Clib1n.jpeg","high","low"
"147",57,"ah0hxqyc","learn_value","2","Cordelia","Benedict","Dek","Cli","Dekoa2.jpeg","Clia2n.jpeg",40,20,1360,74,"Left",40,"Cordelia","Dek","Dekoa2.jpeg",20,"Benedict","Cli","Clia2n.jpeg","medium","low"
"148",58,"ah0hxqyc","learn_value","2","Cordelia","Cordelia","Dek","Dek","Deka3n.jpeg","Dekoa1.jpeg",20,60,1291,75,"Right",60,"Cordelia","Dek","Dekoa1.jpeg",20,"Cordelia","Dek","Deka3n.jpeg","medium","medium"
"149",59,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Rohla2.jpeg","Rohla1.jpeg",40,80,885,75,"Right",80,"Marina","Roh","Rohla1.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"150",60,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clifa1.jpeg","Clia3n.jpeg",40,0,1205,74,"Left",40,"Benedict","Cli","Clifa1.jpeg",0,"Benedict","Cli","Clia3n.jpeg","low","low"
"151",61,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Roha1n.jpeg","Rohla1.jpeg",80,80,1811,75,"Right",80,"Marina","Roh","Rohla1.jpeg",80,"Marina","Roh","Roha1n.jpeg","high","high"
"152",62,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Rohlb2.jpeg","Rohla2.jpeg",40,40,1443,75,"Right",40,"Marina","Roh","Rohla2.jpeg",40,"Marina","Roh","Rohlb2.jpeg","high","high"
"153",63,"ah0hxqyc","learn_value","2","Marina","Cordelia","Roh","Dek","Rohb3n.jpeg","Dekoa1.jpeg",80,60,1816,75,"Right",60,"Cordelia","Dek","Dekoa1.jpeg",80,"Marina","Roh","Rohb3n.jpeg","medium","high"
"154",64,"ah0hxqyc","learn_value","2","Marina","Cordelia","Roh","Dek","Roha1n.jpeg","Deka1n.jpeg",80,20,1012,74,"Left",80,"Marina","Roh","Roha1n.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","high","medium"
"155",65,"ah0hxqyc","learn_value","2","Cordelia","Benedict","Dek","Cli","Deka3n.jpeg","Clib3n.jpeg",20,40,1189,74,"Left",20,"Cordelia","Dek","Deka3n.jpeg",40,"Benedict","Cli","Clib3n.jpeg","medium","low"
"156",66,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Rohla3.jpeg","Rohlb2.jpeg",60,40,1659,74,"Left",60,"Marina","Roh","Rohla3.jpeg",40,"Marina","Roh","Rohlb2.jpeg","high","high"
"157",67,"ah0hxqyc","learn_value","2","Cordelia","Marina","Dek","Roh","Deka2n.jpeg","Rohlb2.jpeg",40,40,1664,75,"Right",40,"Marina","Roh","Rohlb2.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","high","medium"
"158",68,"ah0hxqyc","learn_value","2","Cordelia","Marina","Dek","Roh","Dekoa2.jpeg","Rohla1.jpeg",40,80,924,75,"Right",80,"Marina","Roh","Rohla1.jpeg",40,"Cordelia","Dek","Dekoa2.jpeg","high","medium"
"159",69,"ah0hxqyc","learn_value","2","Marina","Cordelia","Roh","Dek","Rohla1.jpeg","Dekoa2.jpeg",80,40,975,74,"Left",80,"Marina","Roh","Rohla1.jpeg",40,"Cordelia","Dek","Dekoa2.jpeg","high","medium"
"160",70,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clifa2.jpeg","Clia3n.jpeg",0,0,1624,75,"Right",0,"Benedict","Cli","Clia3n.jpeg",0,"Benedict","Cli","Clifa2.jpeg","low","low"
"161",71,"ah0hxqyc","learn_value","2","Marina","Cordelia","Roh","Dek","Rohlb2.jpeg","Deka2n.jpeg",40,40,1178,74,"Left",40,"Marina","Roh","Rohlb2.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","high","medium"
"162",72,"ah0hxqyc","learn_value","2","Cordelia","Benedict","Dek","Cli","Deka1n.jpeg","Clifa2.jpeg",20,0,1078,74,"Left",20,"Cordelia","Dek","Deka1n.jpeg",0,"Benedict","Cli","Clifa2.jpeg","medium","low"
"163",73,"ah0hxqyc","learn_value","2","Cordelia","Cordelia","Dek","Dek","Dekob3.jpeg","Dekoa1.jpeg",20,60,1387,75,"Right",60,"Cordelia","Dek","Dekoa1.jpeg",20,"Cordelia","Dek","Dekob3.jpeg","medium","medium"
"164",74,"ah0hxqyc","learn_value","2","Benedict","Marina","Cli","Roh","Clib1n.jpeg","Rohla1.jpeg",20,80,1061,75,"Right",80,"Marina","Roh","Rohla1.jpeg",20,"Benedict","Cli","Clib1n.jpeg","high","low"
"165",75,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Rohlb2.jpeg","Roha1n.jpeg",40,80,910,75,"Right",80,"Marina","Roh","Roha1n.jpeg",40,"Marina","Roh","Rohlb2.jpeg","high","high"
"166",76,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla3.jpeg",80,60,1210,75,"Right",60,"Marina","Roh","Rohla3.jpeg",80,"Marina","Roh","Rohb3n.jpeg","high","high"
"167",77,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clia3n.jpeg","Clia2n.jpeg",0,20,1453,74,"Left",0,"Benedict","Cli","Clia3n.jpeg",20,"Benedict","Cli","Clia2n.jpeg","low","low"
"168",78,"ah0hxqyc","learn_value","2","Cordelia","Benedict","Dek","Cli","Dekob3.jpeg","Clib3n.jpeg",20,40,1446,75,"Right",40,"Benedict","Cli","Clib3n.jpeg",20,"Cordelia","Dek","Dekob3.jpeg","low","medium"
"169",79,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Rohla2.jpeg","Rohla3.jpeg",40,60,1251,75,"Right",60,"Marina","Roh","Rohla3.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"170",80,"ah0hxqyc","learn_value","2","Cordelia","Cordelia","Dek","Dek","Dekob3.jpeg","Deka3n.jpeg",20,20,1506,74,"Left",20,"Cordelia","Dek","Dekob3.jpeg",20,"Cordelia","Dek","Deka3n.jpeg","medium","medium"
"171",81,"ah0hxqyc","learn_value","2","Benedict","Benedict","Cli","Cli","Clib1n.jpeg","Clib3n.jpeg",20,40,1613,74,"Left",20,"Benedict","Cli","Clib1n.jpeg",40,"Benedict","Cli","Clib3n.jpeg","low","low"
"172",82,"ah0hxqyc","learn_value","2","Benedict","Cordelia","Cli","Dek","Clifa2.jpeg","Deka1n.jpeg",0,20,1470,74,"Left",0,"Benedict","Cli","Clifa2.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","low","medium"
"173",83,"ah0hxqyc","learn_value","2","Marina","Benedict","Roh","Cli","Rohlb2.jpeg","Clia2n.jpeg",40,20,2038,75,"Right",20,"Benedict","Cli","Clia2n.jpeg",40,"Marina","Roh","Rohlb2.jpeg","low","high"
"174",84,"ah0hxqyc","learn_value","2","Benedict","Cordelia","Cli","Dek","Clifa1.jpeg","Deka2n.jpeg",40,40,1279,74,"Left",40,"Benedict","Cli","Clifa1.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","low","medium"
"175",85,"ah0hxqyc","learn_value","2","Benedict","Marina","Cli","Roh","Clifa2.jpeg","Rohla2.jpeg",0,40,999,75,"Right",40,"Marina","Roh","Rohla2.jpeg",0,"Benedict","Cli","Clifa2.jpeg","high","low"
"176",86,"ah0hxqyc","learn_value","2","Marina","Cordelia","Roh","Dek","Rohla1.jpeg","Deka2n.jpeg",80,40,736,74,"Left",80,"Marina","Roh","Rohla1.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","high","medium"
"177",87,"ah0hxqyc","learn_value","2","Benedict","Marina","Cli","Roh","Clib3n.jpeg","Rohla3.jpeg",40,60,986,75,"Right",60,"Marina","Roh","Rohla3.jpeg",40,"Benedict","Cli","Clib3n.jpeg","high","low"
"178",88,"ah0hxqyc","learn_value","2","Marina","Benedict","Roh","Cli","Rohlb2.jpeg","Clib3n.jpeg",40,40,1328,74,"Left",40,"Marina","Roh","Rohlb2.jpeg",40,"Benedict","Cli","Clib3n.jpeg","high","low"
"179",89,"ah0hxqyc","learn_value","2","Cordelia","Benedict","Dek","Cli","Deka1n.jpeg","Clifa1.jpeg",20,40,1406,74,"Left",20,"Cordelia","Dek","Deka1n.jpeg",40,"Benedict","Cli","Clifa1.jpeg","medium","low"
"180",90,"ah0hxqyc","learn_value","2","Marina","Marina","Roh","Roh","Rohla3.jpeg","Roha1n.jpeg",60,80,790,75,"Right",80,"Marina","Roh","Roha1n.jpeg",60,"Marina","Roh","Rohla3.jpeg","high","high"
"181",1,"rhbprfp2","learn_value","1","Marina","Benedict","Dek","Roh","Deka3n.jpeg","Rohla3.jpeg",40,20,1376.68500002474,74,"Left",40,"Marina","Dek","Deka3n.jpeg",20,"Benedict","Roh","Rohla3.jpeg","high","low"
"182",2,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla1.jpeg","Rohla3.jpeg",40,20,1522.01999997487,75,"Right",20,"Benedict","Roh","Rohla3.jpeg",40,"Benedict","Roh","Rohla1.jpeg","low","low"
"183",3,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohlb2.jpeg","Roha1n.jpeg",0,40,1367.3650000128,74,"Left",0,"Benedict","Roh","Rohlb2.jpeg",40,"Benedict","Roh","Roha1n.jpeg","low","low"
"184",4,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla1.jpeg","Rohlb2.jpeg",40,0,749.524999991991,74,"Left",40,"Benedict","Roh","Rohla1.jpeg",0,"Benedict","Roh","Rohlb2.jpeg","low","low"
"185",5,"rhbprfp2","learn_value","1","Cordelia","Cordelia","Mon","Mon","Mondb3.jpeg","Mona1n.jpeg",20,60,721.26500000013,75,"Right",60,"Cordelia","Mon","Mona1n.jpeg",20,"Cordelia","Mon","Mondb3.jpeg","medium","medium"
"186",6,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla3.jpeg","Roha1n.jpeg",20,40,726.555000001099,75,"Right",40,"Benedict","Roh","Roha1n.jpeg",20,"Benedict","Roh","Rohla3.jpeg","low","low"
"187",7,"rhbprfp2","learn_value","1","Cordelia","Cordelia","Mon","Mon","Mona1n.jpeg","Monb2n.jpeg",60,60,743.805000034627,74,"Left",60,"Cordelia","Mon","Mona1n.jpeg",60,"Cordelia","Mon","Monb2n.jpeg","medium","medium"
"188",8,"rhbprfp2","learn_value","1","Cordelia","Marina","Mon","Dek","Monb1n.jpeg","Dekoa2.jpeg",40,60,821.119999978691,75,"Right",60,"Marina","Dek","Dekoa2.jpeg",40,"Cordelia","Mon","Monb1n.jpeg","high","medium"
"189",9,"rhbprfp2","learn_value","1","Cordelia","Marina","Mon","Dek","Monb3n.jpeg","Deka1n.jpeg",40,40,577.489999996033,75,"Right",40,"Marina","Dek","Deka1n.jpeg",40,"Cordelia","Mon","Monb3n.jpeg","high","medium"
"190",10,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla3.jpeg","Rohla2.jpeg",20,0,538.919999962673,75,"Right",0,"Benedict","Roh","Rohla2.jpeg",20,"Benedict","Roh","Rohla3.jpeg","low","low"
"191",11,"rhbprfp2","learn_value","1","Cordelia","Cordelia","Mon","Mon","Monb1n.jpeg","Mona1n.jpeg",40,60,725.914999959059,74,"Left",40,"Cordelia","Mon","Monb1n.jpeg",60,"Cordelia","Mon","Mona1n.jpeg","medium","medium"
"192",12,"rhbprfp2","learn_value","1","Marina","Marina","Dek","Dek","Deka1n.jpeg","Dekoa2.jpeg",40,60,583.180000016,74,"Left",40,"Marina","Dek","Deka1n.jpeg",60,"Marina","Dek","Dekoa2.jpeg","high","high"
"193",13,"rhbprfp2","learn_value","1","Marina","Benedict","Dek","Roh","Deka1n.jpeg","Rohlb2.jpeg",40,0,591.294999991078,74,"Left",40,"Marina","Dek","Deka1n.jpeg",0,"Benedict","Roh","Rohlb2.jpeg","high","low"
"194",14,"rhbprfp2","learn_value","1","Cordelia","Cordelia","Mon","Mon","Mondb2.jpeg","Mona1n.jpeg",40,60,407.680000003893,75,"Right",60,"Cordelia","Mon","Mona1n.jpeg",40,"Cordelia","Mon","Mondb2.jpeg","medium","medium"
"195",15,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla3.jpeg","Rohb3n.jpeg",20,40,685.750000004191,74,"Left",20,"Benedict","Roh","Rohla3.jpeg",40,"Benedict","Roh","Rohb3n.jpeg","low","low"
"196",16,"rhbprfp2","learn_value","1","Marina","Benedict","Dek","Roh","Dekob3.jpeg","Rohla2.jpeg",40,0,349.059999978635,74,"Left",40,"Marina","Dek","Dekob3.jpeg",0,"Benedict","Roh","Rohla2.jpeg","high","low"
"197",17,"rhbprfp2","learn_value","1","Marina","Marina","Dek","Dek","Dekoa2.jpeg","Dekoa1.jpeg",60,80,686.329999996815,75,"Right",80,"Marina","Dek","Dekoa1.jpeg",60,"Marina","Dek","Dekoa2.jpeg","high","high"
"198",18,"rhbprfp2","learn_value","1","Cordelia","Marina","Mon","Dek","Mondb2.jpeg","Dekoa2.jpeg",40,60,476.659999985714,75,"Right",60,"Marina","Dek","Dekoa2.jpeg",40,"Cordelia","Mon","Mondb2.jpeg","high","medium"
"199",19,"rhbprfp2","learn_value","1","Cordelia","Benedict","Mon","Roh","Monb2n.jpeg","Rohlb2.jpeg",60,0,694.155000033788,75,"Right",0,"Benedict","Roh","Rohlb2.jpeg",60,"Cordelia","Mon","Monb2n.jpeg","low","medium"
"200",20,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla1.jpeg","Rohb3n.jpeg",40,40,522.645000019111,75,"Right",40,"Benedict","Roh","Rohb3n.jpeg",40,"Benedict","Roh","Rohla1.jpeg","low","low"
"201",21,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla1.jpeg","Roha1n.jpeg",40,40,699.550000019372,74,"Left",40,"Benedict","Roh","Rohla1.jpeg",40,"Benedict","Roh","Roha1n.jpeg","low","low"
"202",22,"rhbprfp2","learn_value","1","Benedict","Marina","Roh","Dek","Rohlb2.jpeg","Deka1n.jpeg",0,40,428.735000023153,75,"Right",40,"Marina","Dek","Deka1n.jpeg",0,"Benedict","Roh","Rohlb2.jpeg","high","low"
"203",23,"rhbprfp2","learn_value","1","Marina","Benedict","Dek","Roh","Dekoa1.jpeg","Roha1n.jpeg",80,40,868.614999984857,74,"Left",80,"Marina","Dek","Dekoa1.jpeg",40,"Benedict","Roh","Roha1n.jpeg","high","low"
"204",24,"rhbprfp2","learn_value","1","Cordelia","Benedict","Mon","Roh","Monb3n.jpeg","Rohla2.jpeg",40,0,624.814999988303,75,"Right",0,"Benedict","Roh","Rohla2.jpeg",40,"Cordelia","Mon","Monb3n.jpeg","low","medium"
"205",25,"rhbprfp2","learn_value","1","Marina","Marina","Dek","Dek","Deka2n.jpeg","Dekob3.jpeg",60,40,691.029999987222,75,"Right",40,"Marina","Dek","Dekob3.jpeg",60,"Marina","Dek","Deka2n.jpeg","high","high"
"206",26,"rhbprfp2","learn_value","1","Cordelia","Cordelia","Mon","Mon","Monb3n.jpeg","Monb1n.jpeg",40,40,701.650000002701,75,"Right",40,"Cordelia","Mon","Monb1n.jpeg",40,"Cordelia","Mon","Monb3n.jpeg","medium","medium"
"207",27,"rhbprfp2","learn_value","1","Cordelia","Benedict","Mon","Roh","Mona1n.jpeg","Rohla1.jpeg",60,40,836.595000000671,75,"Right",40,"Benedict","Roh","Rohla1.jpeg",60,"Cordelia","Mon","Mona1n.jpeg","low","medium"
"208",28,"rhbprfp2","learn_value","1","Benedict","Marina","Roh","Dek","Rohla3.jpeg","Deka3n.jpeg",20,40,630.444999958854,75,"Right",40,"Marina","Dek","Deka3n.jpeg",20,"Benedict","Roh","Rohla3.jpeg","high","low"
"209",29,"rhbprfp2","learn_value","1","Marina","Cordelia","Dek","Mon","Dekoa1.jpeg","Monb3n.jpeg",80,40,487.629999988712,74,"Left",80,"Marina","Dek","Dekoa1.jpeg",40,"Cordelia","Mon","Monb3n.jpeg","high","medium"
"210",30,"rhbprfp2","learn_value","1","Benedict","Cordelia","Roh","Mon","Rohla1.jpeg","Monb3n.jpeg",40,40,514.425000001211,74,"Left",40,"Benedict","Roh","Rohla1.jpeg",40,"Cordelia","Mon","Monb3n.jpeg","low","medium"
"211",31,"rhbprfp2","learn_value","1","Benedict","Cordelia","Roh","Mon","Rohla3.jpeg","Monb1n.jpeg",20,40,523.370000009891,75,"Right",40,"Cordelia","Mon","Monb1n.jpeg",20,"Benedict","Roh","Rohla3.jpeg","medium","low"
"212",32,"rhbprfp2","learn_value","1","Marina","Marina","Dek","Dek","Deka1n.jpeg","Dekob3.jpeg",40,40,969.314999994822,74,"Left",40,"Marina","Dek","Deka1n.jpeg",40,"Marina","Dek","Dekob3.jpeg","high","high"
"213",33,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla3.jpeg","Rohlb2.jpeg",20,0,781.889999983832,74,"Left",20,"Benedict","Roh","Rohla3.jpeg",0,"Benedict","Roh","Rohlb2.jpeg","low","low"
"214",34,"rhbprfp2","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla2.jpeg","Rohlb2.jpeg",0,0,564.624999999069,75,"Right",0,"Benedict","Roh","Rohlb2.jpeg",0,"Benedict","Roh","Rohla2.jpeg","low","low"
